,Date,Team,1,2,3,4,T
649,20210205,Miami,40,31,35,16,122
650,20210205,Minnesota,25,26,34,21,106
651,20210205,Oklahoma City,23,32,21,27,103
652,20210205,Chicago,31,25,25,38,119
653,20210205,Orlando,33,33,26,31,123
654,20210205,Detroit,24,20,24,24,92
655,20210205,Phoenix,27,30,30,22,109
656,20210206,Toronto,34,29,31,27,121
657,20210206,Atlanta,28,38,35,31,132
658,20210206,Milwaukee,25,34,35,30,124
659,20210206,Cleveland,22,32,23,22,99
660,20210206,Golden State,31,33,37,31,132
661,20210206,Dallas,35,37,34,28,134
662,20210206,San Antonio,29,22,33,27,111
663,20210206,Houston,23,24,30,29,106
664,20210206,Detroit,29,25,24,28,106
665,20210206,LA Lakers,27,36,25,18,106
666,20210206,Memphis,33,28,30,18,109
667,20210206,New Orleans,31,29,30,28,118
668,20210206,Portland,31,20,25,23,99
669,20210206,New York,26,31,27,26,110
670,20210206,Minnesota,24,38,32,24,118
671,20210206,Oklahoma City,43,40,13,24,120
672,20210206,Chicago,31,30,34,23,118
673,20210206,Orlando,31,12,21,28,92
674,20210206,Brooklyn,29,27,30,22,108
675,20210206,Philadelphia,34,25,43,22,124
676,20210206,Denver,25,27,29,33,114
677,20210206,Sacramento,26,27,34,32,119
678,20210207,Washington,31,21,21,24,97
679,20210207,Charlotte,34,35,33,17,119
680,20210207,Utah,25,22,28,28,103
681,20210207,Indiana,20,27,21,27,95
682,20210207,Sacramento,22,32,25,34,113
683,20210207,LA Clippers,24,27,29,30,110
684,20210207,Miami,25,35,22,27,109
685,20210207,New York,23,36,18,26,103
686,20210207,Boston,19,30,19,23,91
687,20210207,Phoenix,27,25,24,24,100
688,20210208,Washington,24,34,25,22,105
689,20210208,Chicago,27,21,30,23,101
690,20210208,Houston,27,33,27,7,94
691,20210208,Charlotte,32,32,26,29,119
692,20210208,Minnesota,22,29,26,45,122
693,20210208,Dallas,43,28,24,32,127
694,20210208,Milwaukee,37,22,34,32,125
695,20210208,Denver,42,20,26,24,112
696,20210208,Oklahoma City,33,27,24,26,110
697,20210208,LA Lakers,26,30,20,34,110
698,20210208,Toronto,35,28,31,34,128
699,20210208,Memphis,34,36,27,16,113
700,20210208,Cleveland,28,33,30,22,113
701,20210208,Phoenix,34,30,25,30,119
702,20210208,Golden State,36,23,21,20,100
703,20210208,San Antonio,27,27,24,27,105
704,20210209,Brooklyn,26,28,32,25,111
705,20210209,Detroit,38,25,31,28,122
706,20210209,New York,25,30,27,14,96
707,20210209,Miami,27,30,19,22,98
708,20210209,Houston,25,25,31,20,101
709,20210209,New Orleans,30,33,29,38,130
710,20210209,Orlando,19,24,30,24,97
711,20210209,Portland,31,19,34,22,106
712,20210209,Philadelphia,42,24,21,32,119
713,20210209,Sacramento,32,39,20,20,111
714,20210209,Golden State,28,22,36,28,114
715,20210209,San Antonio,26,24,20,21,91
716,20210209,Boston,27,20,32,29,108
717,20210209,Utah,24,24,42,32,122
718,20210210,Indiana,18,12,32,32,94
719,20210210,Brooklyn,27,35,20,22,104
720,20210210,New Orleans,34,40,14,28,116
721,20210210,Chicago,44,22,40,23,129
722,20210210,Atlanta,32,30,28,27,117
723,20210210,Dallas,33,19,29,37,118
724,20210210,Cleveland,17,26,23,29,95
725,20210210,Denver,34,30,36,33,133
726,20210210,Oklahoma City,37,30,17,21,105
727,20210210,LA Lakers,23,34,23,25,105
728,20210210,Charlotte,38,30,15,31,114
729,20210210,Memphis,34,36,31,29,130
730,20210210,LA Clippers,27,20,33,39,119
731,20210210,Minnesota,32,21,20,39,112
732,20210210,Milwaukee,32,39,30,23,124
733,20210210,Phoenix,32,27,39,27,125
734,20210210,Toronto,40,34,29,34,137
735,20210210,Washington,28,33,32,22,115
736,20210211,Toronto,29,27,24,26,106
737,20210211,Boston,34,32,22,32,120
738,20210211,Indiana,28,24,30,29,111
739,20210211,Detroit,19,33,18,25,95
740,20210211,Orlando,19,36,25,25,105
741,20210211,Golden State,29,18,37,27,111
742,20210211,Miami,19,28,28,26,101
743,20210211,Houston,29,24,10,31,94
744,20210211,Philadelphia,36,27,30,21,114
745,20210211,Portland,37,23,29,29,118
