,Player,Prop,Over,Over Odds,Under,Under Odds
0,Khris Middleton,Points,18.5,-112,18.5,-108
1,Jrue Holiday,Points,16.5,100,16.5,-122
2,Brook Lopez,Points,10.5,-122,10.5,100
3,Bogdan Bogdanovic,Points,18.5,-102,18.5,-120
4,Kevin Huerter,Points,13.5,-106,13.5,-116
5,Clint Capela,Points,15.5,-104,15.5,-118
6,Giannis Antetokounmpo,Points,25.5,-102,25.5,-120
7,Khris Middleton,Rebounds,5.5,104,5.5,-128
8,Jrue Holiday,Rebounds,4.5,118,4.5,-144
9,Brook Lopez,Rebounds,4.5,-108,4.5,-112
10,Kevin Huerter,Rebounds,3.5,116,3.5,-142
11,Bogdan Bogdanovic,Rebounds,4.5,106,4.5,-130
12,Clint Capela,Rebounds,14.5,-110,14.5,-110
13,Giannis Antetokounmpo,Rebounds,10.5,106,10.5,-130
14,Khris Middleton,Assists,4.5,-112,4.5,-108
15,Brook Lopez,Assists,0.5,-138,0.5,112
16,Jrue Holiday,Assists,4.5,-128,4.5,104
17,Bogdan Bogdanovic,Assists,3.5,104,3.5,-128
18,Kevin Huerter,Assists,3.5,-104,3.5,-118
19,Giannis Antetokounmpo,Assists,4.5,-140,4.5,112
20,Brook Lopez,Made Threes,1.5,130,1.5,-166
21,Khris Middleton,Made Threes,1.5,-174,1.5,136
22,Jrue Holiday,Made Threes,1.5,-174,1.5,136
23,Bogdan Bogdanovic,Made Threes,3.5,-113,3.5,-113
24,Giannis Antetokounmpo,Made Threes,0.5,-250,0.5,190
25,Khris Middleton,Reb + Ast,10.5,110,10.5,-140
26,Brook Lopez,Reb + Ast,5.5,102,5.5,-130
27,Jrue Holiday,Reb + Ast,9.5,110,9.5,-140
28,Kevin Huerter,Reb + Ast,6.5,-136,6.5,106
29,Bogdan Bogdanovic,Reb + Ast,7.5,-136,7.5,106
30,Khris Middleton,Pts + Ast,23.5,-113,23.5,-115
31,Jrue Holiday,Pts + Ast,21.5,-102,21.5,-125
32,Brook Lopez,Pts + Ast,11.5,-120,11.5,-106
33,Bogdan Bogdanovic,Pts + Ast,21.5,-115,21.5,-111
34,Kevin Huerter,Pts + Ast,17.5,-128,17.5,100
35,Khris Middleton,Pts + Reb,24.5,-106,24.5,-120
36,Jrue Holiday,Pts + Reb,20.5,-113,20.5,-113
37,Brook Lopez,Pts + Reb,15.5,-115,15.5,-111
38,Bogdan Bogdanovic,Pts + Reb,22.5,-115,22.5,-111
39,Kevin Huerter,Pts + Reb,16.5,-122,16.5,-104
40,Khris Middleton,Pts + Reb + Ast,29.5,-102,29.5,-125
41,Jrue Holiday,Pts + Reb + Ast,25.5,-111,25.5,-115
42,Brook Lopez,Pts + Reb + Ast,16.5,-113,16.5,-113
43,Bogdan Bogdanovic,Pts + Reb + Ast,26.5,-108,26.5,-118
44,Kevin Huerter,Pts + Reb + Ast,20.5,-115,20.5,-111
45,Clint Capela,Pts + Ast,16.5,-128,16.5,100
46,Giannis Antetokounmpo,Pts + Ast,30.5,-104,30.5,-122
47,Clint Capela,Pts + Reb,30.5,-120,30.5,-106
48,Giannis Antetokounmpo,Pts + Reb,35.5,-115,35.5,-111
49,Clint Capela,Pts + Reb + Ast,31.5,-120,31.5,-106
50,G Antetokounmpo,Pts + Reb + Ast,40.5,-113,40.5,-113
51,Clint Capela,Reb + Ast,15.5,-108,15.5,-118
52,Giannis Antetokounmpo,Reb + Ast,15.5,-104,15.5,-122
53,Stephen Curry,Points,33.5,-106,33.5,-116
54,Andrew Wiggins,Points,19.5,-110,19.5,-110
55,Kent Bazemore,Points,11.5,-120,11.5,-102
56,Draymond Green,Points,8.5,-108,8.5,-114
57,Darius Garland,Points,16.5,-116,16.5,-106
58,Isaac Okoro,Points,8.5,-112,8.5,-110
59,Jarrett Allen,Points,13.5,-104,13.5,-118
60,Kevin Love,Points,14.5,-116,14.5,-104
61,Collin Sexton,Points,22.5,-106,22.5,-116
62,Draymond Green,Rebounds,7.5,-112,7.5,-108
63,Kent Bazemore,Rebounds,4.5,-132,4.5,108
64,Stephen Curry,Rebounds,5.5,-105,5.5,-115
65,Andrew Wiggins,Rebounds,5.5,100,5.5,-122
66,Darius Garland,Rebounds,2.5,104,2.5,-128
67,Kevin Love,Rebounds,7.5,110,7.5,-134
68,Isaac Okoro,Rebounds,2.5,-140,2.5,114
69,Jarrett Allen,Rebounds,10.5,-115,10.5,-105
70,Collin Sexton,Rebounds,2.5,-115,2.5,-105
71,Draymond Green,Assists,8.5,-110,8.5,-110
72,Stephen Curry,Assists,5.5,114,5.5,-140
73,Darius Garland,Assists,5.5,-106,5.5,-114
74,Collin Sexton,Assists,3.5,-106,3.5,-114
75,Kent Bazemore,Made Threes,1.5,100,1.5,-128
76,Andrew Wiggins,Made Threes,1.5,-200,1.5,154
77,Stephen Curry,Made Threes,5.5,116,5.5,-148
78,Darius Garland,Made Threes,1.5,-136,1.5,106
79,Isaac Okoro,Made Threes,1.5,190,1.5,-250
