,Player,Prop,Over,Over Odds,Under,Under Odds
0,antetgi01,Points,33.5,-102,33.5,-120
1,middlkh01,Points,25.5,-104,25.5,-118
2,holidjr01,Points,18.5,-116,18.5,-106
3,lopezbr01,Points,10.5,-118,10.5,-102
4,tuckepj01,Points,4.5,-124,4.5,102
5,bookede01,Points,28.5,-108,28.5,-114
6,paulch01,Points,20.5,-122,20.5,100
7,aytonde01,Points,15.5,-118,15.5,-104
8,crowdja01,Points,11.5,-104,11.5,-116
9,bridgmi01,Points,10.5,-110,10.5,-110
10,portibo01,Points,6.5,-102,6.5,-120
11,johnsca02,Points,9.5,-110,9.5,-110
12,payneca01,Points,7.5,104,7.5,-126
13,antetgi01,Rebounds,13.5,-115,13.5,-105
14,middlkh01,Rebounds,6.5,-128,6.5,104
15,holidjr01,Rebounds,5.5,112,5.5,-138
16,lopezbr01,Rebounds,4.5,-128,4.5,104
17,tuckepj01,Rebounds,4.5,-140,4.5,114
18,bookede01,Rebounds,5.5,118,5.5,-144
19,paulch01,Rebounds,3.5,-148,3.5,120
20,aytonde01,Rebounds,12.5,-114,12.5,-106
21,crowdja01,Rebounds,6.5,-128,6.5,104
22,bridgmi01,Rebounds,3.5,-148,3.5,120
23,antetgi01,Assists,5.5,-128,5.5,104
24,middlkh01,Assists,4.5,-152,4.5,124
25,holidjr01,Assists,7.5,-132,7.5,108
26,lopezbr01,Assists,0.5,198,0.5,-250
27,tuckepj01,Assists,1.5,186,1.5,-235
28,bookede01,Assists,4.5,108,4.5,-132
29,paulch01,Assists,8.5,-118,8.5,-104
30,aytonde01,Assists,1.5,120,1.5,-148
31,crowdja01,Assists,1.5,-138,1.5,112
32,bridgmi01,Assists,1.5,124,1.5,-152
33,antetgi01,Made Threes,0.5,-120,0.5,-106
34,middlkh01,Made Threes,2.5,-142,2.5,112
35,holidjr01,Made Threes,2.5,124,2.5,-158
36,lopezbr01,Made Threes,0.5,-245,0.5,186
37,tuckepj01,Made Threes,0.5,-260,0.5,196
38,bookede01,Made Threes,2.5,110,2.5,-140
39,paulch01,Made Threes,1.5,-180,1.5,140
40,crowdja01,Made Threes,2.5,-136,2.5,106
41,bridgmi01,Made Threes,1.5,-138,1.5,108
42,antetgi01,Pts + Ast,39.5,-102,39.5,-125
43,middlkh01,Pts + Ast,30.5,-111,30.5,-115
44,holidjr01,Pts + Ast,26.5,-118,26.5,-108
45,lopezbr01,Pts + Ast,11.5,102,11.5,-130
46,tuckepj01,Pts + Ast,5.5,-142,5.5,112
47,bookede01,Pts + Ast,32.5,-125,32.5,-102
48,paulch01,Pts + Ast,29.5,-118,29.5,-108
49,aytonde01,Pts + Ast,17.5,-106,17.5,-120
50,crowdja01,Pts + Ast,13.5,-104,13.5,-122
51,bridgmi01,Pts + Ast,11.5,-130,11.5,102
52,antetgi01,Pts + Reb,46.5,-125,46.5,-102
53,middlkh01,Pts + Reb,32.5,-106,32.5,-120
54,holidjr01,Pts + Reb,24.5,-104,24.5,-122
55,lopezbr01,Pts + Reb,15.5,-125,15.5,-102
56,tuckepj01,Pts + Reb,9.5,-130,9.5,102
57,bookede01,Pts + Reb,33.5,-115,33.5,-111
58,paulch01,Pts + Reb,25.5,-104,25.5,-122
59,aytonde01,Pts + Reb,28.5,-118,28.5,-108
60,crowdja01,Pts + Reb,18.5,-113,18.5,-113
61,bridgmi01,Pts + Reb,14.5,-118,14.5,-108
62,antetgi01,Reb + Ast,19.5,-113,19.5,-113
63,middlkh01,Reb + Ast,11.5,-136,11.5,106
64,holidjr01,Reb + Ast,13.5,102,13.5,-130
65,lopezbr01,Reb + Ast,5.5,112,5.5,-142
66,tuckepj01,Reb + Ast,6.5,114,6.5,-146
67,bookede01,Reb + Ast,9.5,-113,9.5,-113
68,paulch01,Reb + Ast,12.5,-128,12.5,100
69,aytonde01,Reb + Ast,14.5,102,14.5,-130
70,crowdja01,Reb + Ast,8.5,-122,8.5,-104
71,bridgmi01,Reb + Ast,5.5,-102,5.5,-125
72,antetgi01,Pts + Reb + Ast,52.5,-120,52.5,-106
73,middlkh01,Pts + Reb + Ast,37.5,-113,37.5,-115
74,holidjr01,Pts + Reb + Ast,32.5,-104,32.5,-122
75,lopezbr01,Pts + Reb + Ast,16.5,-104,16.5,-122
76,tuckepj01,Pts + Reb + Ast,11.5,102,11.5,-130
77,bookede01,Pts + Reb + Ast,38.5,-106,38.5,-120
78,paulch01,Pts + Reb + Ast,34.5,-102,34.5,-125
79,aytonde01,Pts + Reb + Ast,30.5,-106,30.5,-120
80,crowdja01,Pts + Reb + Ast,20.5,-111,20.5,-115
81,bridgmi01,Pts + Reb + Ast,16.5,-104,16.5,-122
