,Player,Prop,Over,Over Odds,Under,Under Odds
0,Collin Sexton,Points,23.5,-104,23.5,-118
1,Darius Garland,Points,17.5,-106,17.5,-116
2,Jarrett Allen,Points,15.5,-102,15.5,-120
3,Isaac Okoro,Points,8.5,-118,8.5,-104
4,Joel Embiid,Points,31.5,-116,31.5,-106
5,Ben Simmons,Points,17.5,-106,17.5,-116
6,Seth Curry,Points,13.5,-110,13.5,-110
7,Shake Milton,Points,13.5,-108,13.5,-114
8,Ben Simmons,Assists,8.5,114,8.5,-140
9,Collin Sexton,Assists,4.5,128,4.5,-158
10,Joel Embiid,Assists,3.5,-102,3.5,-120
11,Seth Curry,Assists,2.5,-120,2.5,-102
12,Darius Garland,Assists,5.5,-142,5.5,116
13,Shake Milton,Assists,3.5,110,3.5,-134
14,Seth Curry,Reb + Ast,4.5,-140,4.5,110
15,Shake Milton,Rebounds,2.5,118,2.5,-144
16,Ben Simmons,Rebounds,8.5,106,8.5,-130
17,Joel Embiid,Rebounds,12.5,104,12.5,-128
18,Darius Garland,Rebounds,2.5,124,2.5,-152
19,Joel Embiid,Reb + Ast,15.5,-122,15.5,-104
20,Jarrett Allen,Rebounds,11.5,-132,11.5,108
21,Ben Simmons,Reb + Ast,16.5,-108,16.5,-118
22,Jarrett Allen,Reb + Ast,13.5,-130,13.5,102
23,Collin Sexton,Reb + Ast,7.5,102,7.5,-130
24,Seth Curry,Rebounds,2.5,130,2.5,-160
25,Collin Sexton,Rebounds,3.5,128,3.5,-158
26,Darius Garland,Reb + Ast,8.5,102,8.5,-130
27,Danny Green,Rebounds,3.5,-108,3.5,-112
28,Isaac Okoro,Rebounds,3.5,114,3.5,-140
29,Seth Curry,Made Threes,1.5,-186,1.5,144
30,Joel Embiid,Made Threes,1.5,200,1.5,-265
31,Danny Green,Made Threes,2.5,134,2.5,-172
32,Darius Garland,Made Threes,1.5,-142,1.5,112
33,Collin Sexton,Made Threes,1.5,-111,1.5,-115
34,Danny Green,Points,8.5,-128,8.5,106
35,Collin Sexton,Pts + Ast,27.5,-111,27.5,-115
36,Darius Garland,Pts + Ast,23.5,-108,23.5,-118
