,Player,Prop,Over,Over Odds,Under,Under Odds
85,John Collins,Reb + Ast,9.5,-128,9.5,100
86,Jimmy Butler,Pts + Ast,28.5,-102,28.5,-125
87,Kendrick Nunn,Pts + Ast,16.5,-106,16.5,-120
88,Duncan Robinson,Pts + Ast,13.5,-122,13.5,-104
89,Trevor Ariza,Pts + Ast,11.5,100,11.5,-128
90,Bam Adebayo,Pts + Ast,23.5,-106,23.5,-120
91,John Collins,Pts + Ast,17.5,-128,17.5,100
92,Jimmy Butler,Pts + Reb,27.5,-113,27.5,-113
93,Kendrick Nunn,Pts + Reb,16.5,-115,16.5,-111
94,Duncan Robinson,Pts + Reb,14.5,100,14.5,-128
95,Trevor Ariza,Pts + Reb,13.5,-122,13.5,-104
96,Bam Adebayo,Pts + Reb,27.5,-111,27.5,-115
97,John Collins,Pts + Reb,25.5,-113,25.5,-113
98,Jimmy Butler,Pts + Reb + Ast,35.5,-104,35.5,-122
99,Kendrick Nunn,Pts + Reb + Ast,19.5,-111,19.5,-115
100,Duncan Robinson,Pts + Reb + Ast,16.5,-122,16.5,-104
101,Trevor Ariza,Pts + Reb + Ast,15.5,-115,15.5,-111
102,Bam Adebayo,Pts + Reb + Ast,32.5,-108,32.5,-118
103,John Collins,Pts + Reb + Ast,26.5,-122,26.5,-104
104,Kevin Huerter,Pts + Ast,18.5,100,18.5,-128
105,Bogdan Bogdanovic,Pts + Ast,23.5,-111,23.5,-115
106,Kevin Huerter,Pts + Reb,17.5,-111,17.5,-115
107,Bogdan Bogdanovic,Pts + Reb,23.5,-108,23.5,-118
108,Kevin Huerter,Pts + Reb + Ast,22.5,-104,22.5,-122
109,Bogdan Bogdanovic,Pts + Reb + Ast,28.5,-111,28.5,-115
110,Kevin Huerter,Reb + Ast,8.5,-111,8.5,-115
111,Bogdan Bogdanovic,Reb + Ast,9.5,-115,9.5,-111
112,Collin Sexton,Points,24.5,-110,24.5,-110
113,Darius Garland,Points,18.5,-120,18.5,-102
114,Kevin Love,Points,14.5,-116,14.5,-106
115,Isaac Okoro,Points,8.5,-116,8.5,-106
116,Jarrett Allen,Points,12.5,-112,12.5,-108
117,Devonte' Graham,Points,15.5,-110,15.5,-110
118,Jalen McDaniels,Points,11.5,-108,11.5,-112
119,Miles Bridges,Points,15.5,-116,15.5,-104
120,Terry Rozier,Points,23.5,-104,23.5,-118
121,Darius Garland,Rebounds,2.5,130,2.5,-162
122,Kevin Love,Rebounds,7.5,-128,7.5,104
123,Collin Sexton,Rebounds,2.5,-164,2.5,134
124,Jarrett Allen,Rebounds,10.5,102,10.5,-124
125,Isaac Okoro,Rebounds,2.5,100,2.5,-122
126,Terry Rozier,Rebounds,4.5,-144,4.5,118
127,Miles Bridges,Rebounds,7.5,114,7.5,-140
128,Jalen McDaniels,Rebounds,4.5,-120,4.5,-102
129,Devonte' Graham,Rebounds,2.5,-110,2.5,-110
130,Darius Garland,Assists,6.5,-102,6.5,-120
131,Collin Sexton,Assists,4.5,126,4.5,-154
132,Kevin Love,Assists,2.5,-130,2.5,106
133,Miles Bridges,Assists,2.5,-128,2.5,104
134,Devonte' Graham,Assists,5.5,-140,5.5,114
135,Terry Rozier,Assists,5.5,108,5.5,-132
136,Collin Sexton,Made Threes,2.5,132,2.5,-170
137,Darius Garland,Made Threes,2.5,-128,2.5,100
138,Kevin Love,Made Threes,2.5,-120,2.5,-104
139,Jalen McDaniels,Made Threes,1.5,146,1.5,-192
140,Devonte' Graham,Made Threes,3.5,128,3.5,-164
141,Terry Rozier,Made Threes,3.5,124,3.5,-158
142,Miles Bridges,Made Threes,2.5,150,2.5,-194
143,Isaac Okoro,Made Threes,1.5,176,1.5,-230
144,Collin Sexton,Reb + Ast,7.5,102,7.5,-130
145,Kevin Love,Reb + Ast,10.5,-122,10.5,-104
146,Darius Garland,Reb + Ast,8.5,-125,8.5,-102
147,Jarrett Allen,Reb + Ast,11.5,-128,11.5,100
148,Isaac Okoro,Reb + Ast,4.5,112,4.5,-142
149,Devonte' Graham,Reb + Ast,8.5,-115,8.5,-111
150,Collin Sexton,Pts + Ast,28.5,-120,28.5,-106
151,Darius Garland,Pts + Ast,25.5,-111,25.5,-115
152,Kevin Love,Pts + Ast,17.5,-113,17.5,-113
153,Isaac Okoro,Pts + Ast,10.5,-113,10.5,-113
154,Jarrett Allen,Pts + Ast,14.5,100,14.5,-128
155,Devonte' Graham,Pts + Ast,21.5,-113,21.5,-113
156,Collin Sexton,Pts + Reb,27.5,-120,27.5,-106
157,Darius Garland,Pts + Reb,21.5,-111,21.5,-115
158,Kevin Love,Pts + Reb,22.5,-118,22.5,-108
159,Isaac Okoro,Pts + Reb,11.5,-108,11.5,-118
160,Jarrett Allen,Pts + Reb,23.5,-108,23.5,-118
161,Devonte' Graham,Pts + Reb,18.5,-108,18.5,-118
162,Collin Sexton,Pts + Reb + Ast,31.5,-125,31.5,-102
163,Darius Garland,Pts + Reb + Ast,27.5,-122,27.5,-104
164,Kevin Love,Pts + Reb + Ast,25.5,-115,25.5,-111
165,Isaac Okoro,Pts + Reb + Ast,13.5,-102,13.5,-125
166,Jarrett Allen,Pts + Reb + Ast,24.5,-122,24.5,-104
167,Devonte' Graham,Pts + Reb + Ast,24.5,-108,24.5,-118
168,Jalen McDaniels,Pts + Ast,13.5,-111,13.5,-115
169,Miles Bridges,Pts + Ast,18.5,-118,18.5,-108
170,Terry Rozier,Pts + Ast,28.5,-115,28.5,-111
171,Jalen McDaniels,Pts + Reb,16.5,-111,16.5,-115
172,Miles Bridges,Pts + Reb,23.5,-102,23.5,-125
173,Terry Rozier,Pts + Reb,28.5,-111,28.5,-115
174,Jalen McDaniels,Pts + Reb + Ast,18.5,-111,18.5,-115
175,Miles Bridges,Pts + Reb + Ast,26.5,-102,26.5,-125
176,Terry Rozier,Pts + Reb + Ast,33.5,-122,33.5,-104
177,Jalen McDaniels,Reb + Ast,6.5,-122,6.5,-104
178,Miles Bridges,Reb + Ast,9.5,-136,9.5,106
179,Terry Rozier,Reb + Ast,10.5,-111,10.5,-115
180,John Wall,Rebounds,2.5,-122,2.5,100
181,Christian Wood,Rebounds,8.5,108,8.5,-132
182,Ivica Zubac,Rebounds,8.5,-134,8.5,110
183,Marcus Morris,Rebounds,5.5,118,5.5,-144
184,Paul George,Rebounds,6.5,-140,6.5,114
185,Kelly Olynyk,Rebounds,6.5,-124,6.5,102
186,Jae'Sean Tate,Rebounds,5.5,118,5.5,-144
187,Jae'Sean Tate,Assists,3.5,126,3.5,-154
188,Paul George,Assists,5.5,-120,5.5,-102
189,John Wall,Assists,6.5,-144,6.5,118
190,Kelly Olynyk,Assists,2.5,-112,2.5,-108
191,Paul George,Made Threes,2.5,-180,2.5,140
192,Jae'Sean Tate,Made Threes,0.5,-188,0.5,146
193,Marcus Morris,Made Threes,2.5,-142,2.5,112
194,John Wall,Made Threes,2.5,152,2.5,-196
195,Kelly Olynyk,Made Threes,1.5,-205,1.5,158
196,Christian Wood,Made Threes,1.5,-158,1.5,124
197,Ivica Zubac,Reb + Ast,10.5,-130,10.5,102
198,Kelly Olynyk,Reb + Ast,9.5,-111,9.5,-115
199,Paul George,Reb + Ast,12.5,-128,12.5,100
200,John Wall,Reb + Ast,9.5,-130,9.5,102
201,Christian Wood,Reb + Ast,9.5,-140,9.5,110
202,Marcus Morris,Reb + Ast,6.5,102,6.5,-130
203,Paul George,Pts + Ast,34.5,-118,34.5,-108
204,Marcus Morris,Pts + Ast,18.5,-113,18.5,-113
205,Ivica Zubac,Pts + Ast,13.5,-106,13.5,-120
206,John Wall,Pts + Ast,29.5,-102,29.5,-125
207,Christian Wood,Pts + Ast,20.5,-125,20.5,-102
208,Kelly Olynyk,Pts + Ast,16.5,-120,16.5,-106
209,Paul George,Pts + Reb,36.5,-102,36.5,-125
210,Marcus Morris,Pts + Reb,22.5,-115,22.5,-111
211,Ivica Zubac,Pts + Reb,20.5,-118,20.5,-108
212,John Wall,Pts + Reb,24.5,-120,24.5,-106
213,Christian Wood,Pts + Reb,27.5,-113,27.5,-113
214,Kelly Olynyk,Pts + Reb,20.5,-125,20.5,-102
215,Paul George,Pts + Reb + Ast,41.5,-122,41.5,-104
216,Marcus Morris,Pts + Reb + Ast,23.5,-120,23.5,-106
217,Ivica Zubac,Pts + Reb + Ast,22.5,-118,22.5,-108
218,John Wall,Pts + Reb + Ast,31.5,-122,31.5,-104
219,Christian Wood,Pts + Reb + Ast,29.5,-111,29.5,-115
220,Kelly Olynyk,Pts + Reb + Ast,23.5,-118,23.5,-108
221,Jae'Sean Tate,Pts + Ast,15.5,-122,15.5,-104
222,Jae'Sean Tate,Pts + Reb,17.5,-120,17.5,-106
223,Jae'Sean Tate,Pts + Reb + Ast,21.5,-102,21.5,-125
224,Jae'Sean Tate,Reb + Ast,8.5,-104,8.5,-122
225,Bradley Beal,Points,30.5,-104,30.5,-118
226,Russell Westbrook,Points,22.5,-112,22.5,-108
227,Darius Bazley,Points,17.5,-106,17.5,-116
228,Theo Maledon,Points,12.5,-120,12.5,-102
229,Aleksej Pokusevski,Points,11.5,-110,11.5,-110
230,Moses Brown,Points,8.5,-110,8.5,-110
231,Davis Bertans,Points,14.5,-104,14.5,-118
232,Raul Neto,Points,11.5,102,11.5,-126
233,Alex Len,Points,6.5,-112,6.5,-108
234,Bradley Beal,Rebounds,4.5,-106,4.5,-114
235,Russell Westbrook,Rebounds,13.5,104,13.5,-128
236,Theo Maledon,Rebounds,3.5,-142,3.5,116
237,Darius Bazley,Rebounds,7.5,-106,7.5,-114
238,Aleksej Pokusevski,Rebounds,5.5,112,5.5,-138
239,Moses Brown,Rebounds,8.5,100,8.5,-122
240,Davis Bertans,Rebounds,4.5,118,4.5,-144
241,Raul Neto,Rebounds,3.5,132,3.5,-162
242,Alex Len,Rebounds,4.5,102,4.5,-124
243,Bradley Beal,Assists,4.5,-104,4.5,-118
244,Russell Westbrook,Assists,11.5,-148,11.5,120
245,Darius Bazley,Assists,1.5,-184,1.5,148
246,Theo Maledon,Assists,3.5,-132,3.5,108
247,Aleksej Pokusevski,Assists,2.5,-128,2.5,104
248,Raul Neto,Assists,2.5,-150,2.5,122
249,Theo Maledon,Made Threes,1.5,-118,1.5,-108
250,Bradley Beal,Made Threes,1.5,-192,1.5,148
251,Darius Bazley,Made Threes,1.5,-113,1.5,-113
252,Russell Westbrook,Made Threes,0.5,-210,0.5,162
253,Aleksej Pokusevski,Made Threes,1.5,-104,1.5,-122
254,Russell Westbrook,Reb + Ast,25.5,-115,25.5,-111
255,Bradley Beal,Reb + Ast,9.5,106,9.5,-136
256,Darius Bazley,Reb + Ast,9.5,-104,9.5,-122
257,Theo Maledon,Reb + Ast,7.5,-132,7.5,104
258,Aleksej Pokusevski,Reb + Ast,7.5,-142,7.5,112
259,Moses Brown,Reb + Ast,8.5,-111,8.5,-115
260,Bradley Beal,Pts + Ast,34.5,-118,34.5,-108
261,Russell Westbrook,Pts + Ast,34.5,-130,34.5,102
262,Darius Bazley,Pts + Ast,19.5,100,19.5,-128
263,Theo Maledon,Pts + Ast,16.5,-125,16.5,-102
264,Aleksej Pokusevski,Pts + Ast,14.5,-111,14.5,-115
265,Moses Brown,Pts + Ast,8.5,-120,8.5,-104
266,Bradley Beal,Pts + Reb,34.5,-120,34.5,-106
267,Russell Westbrook,Pts + Reb,36.5,-115,36.5,-113
268,Darius Bazley,Pts + Reb,25.5,110,25.5,-140
269,Theo Maledon,Pts + Reb,17.5,100,17.5,-128
270,Aleksej Pokusevski,Pts + Reb,16.5,-125,16.5,-102
271,Moses Brown,Pts + Reb,17.5,100,17.5,-128
272,Bradley Beal,Pts + Reb + Ast,39.5,-113,39.5,-113
273,Russell Westbrook,Pts + Reb + Ast,48.5,-111,48.5,-115
274,Darius Bazley,Pts + Reb + Ast,27.5,-111,27.5,-115
275,Theo Maledon,Pts + Reb + Ast,21.5,112,21.5,-142
276,Aleksej Pokusevski,Pts + Reb + Ast,19.5,-122,19.5,-104
277,Moses Brown,Pts + Reb + Ast,17.5,-106,17.5,-120
278,Davis Bertans,Pts + Ast,15.5,-102,15.5,-125
279,Raul Neto,Pts + Ast,14.5,-104,14.5,-122
280,Davis Bertans,Pts + Reb,18.5,-115,18.5,-111
281,Raul Neto,Pts + Reb,14.5,-111,14.5,-115
282,Alex Len,Pts + Reb,11.5,100,11.5,-128
283,Davis Bertans,Pts + Reb + Ast,19.5,-115,19.5,-111
284,Raul Neto,Pts + Reb + Ast,17.5,-113,17.5,-113
285,Davis Bertans,Reb + Ast,4.5,-154,4.5,120
286,Raul Neto,Reb + Ast,6.5,110,6.5,-140
287,Nikola Jokic,Points,26.5,-114,26.5,-108
288,Michael Porter Jr.,Points,20.5,-114,20.5,-108
289,Will Barton,Points,14.5,-116,14.5,-104
290,Stephen Curry,Points,33.5,-108,33.5,-112
291,Andrew Wiggins,Points,18.5,-122,18.5,100
292,Draymond Green,Points,7.5,-122,7.5,100
293,Kevon Looney,Points,5.5,-122,5.5,100
294,Aaron Gordon,Points,11.5,-104,11.5,-118
295,Facundo Campazzo,Points,7.5,-118,7.5,-104
296,Kelly Oubre Jr,Points,16.5,-120,16.5,-102
297,Will Barton,Rebounds,4.5,-114,4.5,-106
298,Draymond Green,Rebounds,6.5,-120,6.5,-102
299,Michael Porter Jr.,Rebounds,8.5,-102,8.5,-120
300,Stephen Curry,Rebounds,5.5,-110,5.5,-112
301,Nikola Jokic,Rebounds,11.5,-104,11.5,-118
302,Andrew Wiggins,Rebounds,4.5,-118,4.5,-104
303,Kevon Looney,Rebounds,6.5,-110,6.5,-110
304,Facundo Campazzo,Rebounds,2.5,-115,2.5,-105
305,Aaron Gordon,Rebounds,5.5,-110,5.5,-110
306,Kelly Oubre Jr,Rebounds,6.5,-118,6.5,-104
307,Stephen Curry,Assists,5.5,-114,5.5,-106
308,Nikola Jokic,Assists,9.5,100,9.5,-122
309,Will Barton,Assists,3.5,-108,3.5,-112
310,Draymond Green,Assists,8.5,-105,8.5,-115
311,Andrew Wiggins,Assists,2.5,-110,2.5,-110
312,Aaron Gordon,Assists,2.5,-158,2.5,128
313,Facundo Campazzo,Assists,3.5,-148,3.5,122
314,Kevon Looney,Assists,2.5,120,2.5,-148
315,Nikola Jokic,Made Threes,1.5,162,1.5,-210
316,Michael Porter Jr.,Made Threes,2.5,-125,2.5,-102
317,Andrew Wiggins,Made Threes,2.5,152,2.5,-196
318,Stephen Curry,Made Threes,5.5,-108,5.5,-118
319,Draymond Green,Made Threes,0.5,-122,0.5,-104
320,Will Barton,Made Threes,1.5,-188,1.5,146
321,Kelly Oubre Jr,Made Threes,1.5,-154,1.5,120
322,Draymond Green,Reb + Ast,15.5,-104,15.5,-122
323,Will Barton,Reb + Ast,8.5,100,8.5,-128
324,Andrew Wiggins,Reb + Ast,7.5,-104,7.5,-122
325,Michael Porter Jr.,Reb + Ast,9.5,-118,9.5,-108
326,Stephen Curry,Reb + Ast,11.5,-102,11.5,-125
327,Nikola Jokic,Reb + Ast,20.5,-120,20.5,-106
328,Nikola Jokic,Pts + Ast,35.5,-115,35.5,-111
329,Michael Porter Jr.,Pts + Ast,21.5,-125,21.5,-102
330,Will Barton,Pts + Ast,18.5,-111,18.5,-115
331,Stephen Curry,Pts + Ast,39.5,-106,39.5,-120
332,Andrew Wiggins,Pts + Ast,21.5,-118,21.5,-108
333,Draymond Green,Pts + Ast,16.5,-113,16.5,-113
334,Nikola Jokic,Pts + Reb,37.5,-120,37.5,-106
335,Michael Porter Jr.,Pts + Reb,29.5,-111,29.5,-115
336,Will Barton,Pts + Reb,19.5,-113,19.5,-113
337,Stephen Curry,Pts + Reb,39.5,-106,39.5,-120
338,Andrew Wiggins,Pts + Reb,23.5,-122,23.5,-104
339,Draymond Green,Pts + Reb,14.5,-125,14.5,-102
340,Nikola Jokic,Pts + Reb + Ast,47.5,-111,47.5,-115
341,Michael Porter Jr.,Pts + Reb + Ast,30.5,-115,30.5,-111
342,Will Barton,Pts + Reb + Ast,23.5,-106,23.5,-120
343,Stephen Curry,Pts + Reb + Ast,45.5,-104,45.5,-122
344,Andrew Wiggins,Pts + Reb + Ast,26.5,-115,26.5,-111
345,Draymond Green,Pts + Reb + Ast,23.5,-113,23.5,-113
346,Aaron Gordon,Pts + Ast,14.5,-113,14.5,-113
347,Facundo Campazzo,Pts + Ast,11.5,-125,11.5,-102
348,Kelly Oubre Jr,Pts + Ast,18.5,-111,18.5,-115
349,Kevon Looney,Pts + Ast,8.5,104,8.5,-132
350,Kevon Looney,Pts + Reb,12.5,-113,12.5,-113
351,Aaron Gordon,Pts + Reb,17.5,-104,17.5,-122
352,Facundo Campazzo,Pts + Reb,10.5,-113,10.5,-113
353,Kelly Oubre Jr,Pts + Reb,23.5,-118,23.5,-108
354,Aaron Gordon,Pts + Reb + Ast,20.5,-104,20.5,-120
355,Facundo Campazzo,Pts + Reb + Ast,14.5,-118,14.5,-108
356,Kelly Oubre Jr,Pts + Reb + Ast,25.5,-106,25.5,-120
357,Kevon Looney,Pts + Reb + Ast,14.5,-130,14.5,102
358,Aaron Gordon,Reb + Ast,8.5,-120,8.5,-106
359,Facundo Campazzo,Reb + Ast,6.5,-122,6.5,-104
360,Kelly Oubre Jr,Reb + Ast,8.5,106,8.5,-136
361,Kevon Looney,Reb + Ast,8.5,-138,8.5,108
362,Ja Morant,Points,19.5,-110,19.5,-110
363,Dillon Brooks,Points,15.5,-116,15.5,-106
364,Grayson Allen,Points,12.5,-108,12.5,-114
365,Damian Lillard,Points,26.5,-106,26.5,-116
366,CJ McCollum,Points,22.5,-112,22.5,-108
367,Norman Powell,Points,17.5,-122,17.5,100
368,Robert Covington,Points,8.5,-120,8.5,-102
369,Kyle Anderson,Points,11.5,102,11.5,-126
370,Jusuf Nurkic,Points,10.5,-118,10.5,-102
371,Grayson Allen,Rebounds,3.5,-128,3.5,104
372,Robert Covington,Rebounds,6.5,106,6.5,-130
373,Norman Powell,Rebounds,3.5,122,3.5,-150
374,Damian Lillard,Rebounds,3.5,-138,3.5,112
375,Dillon Brooks,Rebounds,3.5,128,3.5,-158
376,CJ McCollum,Rebounds,4.5,100,4.5,-122
377,Ja Morant,Rebounds,4.5,-142,4.5,116
378,Kyle Anderson,Rebounds,6.5,118,6.5,-144
379,Jusuf Nurkic,Rebounds,9.5,-104,9.5,-118
380,Damian Lillard,Assists,6.5,-106,6.5,-114
381,Grayson Allen,Assists,2.5,128,2.5,-158
382,CJ McCollum,Assists,4.5,-104,4.5,-118
383,Ja Morant,Assists,7.5,106,7.5,-130
384,Kyle Anderson,Assists,3.5,-124,3.5,102
385,Jusuf Nurkic,Assists,3.5,116,3.5,-142
386,Damian Lillard,Made Threes,3.5,-120,3.5,-106
387,Ja Morant,Made Threes,1.5,200,1.5,-265
388,Grayson Allen,Made Threes,2.5,126,2.5,-162
389,CJ McCollum,Made Threes,3.5,130,3.5,-166
390,Robert Covington,Made Threes,1.5,-138,1.5,108
391,Dillon Brooks,Made Threes,1.5,124,1.5,-158
392,Norman Powell,Made Threes,2.5,108,2.5,-138
393,Kyle Anderson,Made Threes,0.5,-188,0.5,146
394,Norman Powell,Reb + Ast,4.5,-150,4.5,118
395,CJ McCollum,Reb + Ast,8.5,-138,8.5,108
396,Grayson Allen,Reb + Ast,6.5,112,6.5,-142
397,Damian Lillard,Reb + Ast,10.5,-113,10.5,-113
398,Dillon Brooks,Reb + Ast,5.5,104,5.5,-132
399,Ja Morant,Reb + Ast,12.5,-106,12.5,-120
400,Ja Morant,Pts + Ast,26.5,-122,26.5,-104
401,Dillon Brooks,Pts + Ast,17.5,-122,17.5,-104
402,Grayson Allen,Pts + Ast,14.5,-122,14.5,-104
403,Damian Lillard,Pts + Ast,32.5,-122,32.5,-104
404,CJ McCollum,Pts + Ast,27.5,-108,27.5,-118
405,Norman Powell,Pts + Ast,19.5,-122,19.5,-104
406,Ja Morant,Pts + Reb,24.5,-115,24.5,-111
407,Dillon Brooks,Pts + Reb,19.5,-102,19.5,-125
408,Grayson Allen,Pts + Reb,16.5,-108,16.5,-118
409,Damian Lillard,Pts + Reb,30.5,-111,30.5,-115
410,CJ McCollum,Pts + Reb,27.5,-106,27.5,-120
411,Norman Powell,Pts + Reb,21.5,-106,21.5,-120
412,Ja Morant,Pts + Reb + Ast,32.5,-104,32.5,-122
413,Dillon Brooks,Pts + Reb + Ast,21.5,-106,21.5,-120
414,Grayson Allen,Pts + Reb + Ast,18.5,-120,18.5,-104
415,Damian Lillard,Pts + Reb + Ast,37.5,-102,37.5,-125
416,CJ McCollum,Pts + Reb + Ast,31.5,-120,31.5,-106
417,Norman Powell,Pts + Reb + Ast,23.5,-104,23.5,-122
418,Robert Covington,Pts + Ast,10.5,102,10.5,-130
419,Kyle Anderson,Pts + Ast,15.5,100,15.5,-128
420,Jusuf Nurkic,Pts + Ast,14.5,-104,14.5,-122
421,Robert Covington,Pts + Reb,15.5,-106,15.5,-120
422,Kyle Anderson,Pts + Reb,17.5,-111,17.5,-115
423,Jusuf Nurkic,Pts + Reb,20.5,-108,20.5,-118
424,Robert Covington,Pts + Reb + Ast,16.5,-115,16.5,-111
425,Kyle Anderson,Pts + Reb + Ast,21.5,-111,21.5,-115
426,Jusuf Nurkic,Pts + Reb + Ast,23.5,-120,23.5,-106
427,Robert Covington,Reb + Ast,7.5,-115,7.5,-111
428,Kyle Anderson,Reb + Ast,9.5,-132,9.5,104
429,Jusuf Nurkic,Reb + Ast,12.5,-120,12.5,-108
