,Player,Prop,Over,Over Odds,Under,Under Odds
111,Jordan Clarkson,Made Threes,2.5,-136,2.5,106
112,Joe Ingles,Made Threes,1.5,-215,1.5,164
113,Kawhi Leonard,Reb + Ast,12.5,-136,12.5,106
114,Paul George,Reb + Ast,13.5,104,13.5,-132
115,Donovan Mitchell,Reb + Ast,10.5,-130,10.5,102
116,Reggie Jackson,Reb + Ast,5.5,-148,5.5,116
117,Royce O'Neale,Reb + Ast,8.5,-138,8.5,108
118,Bojan Bogdanovic,Reb + Ast,5.5,-128,5.5,100
119,Kawhi Leonard,Pts + Ast,33.5,-113,33.5,-113
120,Paul George,Pts + Ast,29.5,-113,29.5,-113
121,Donovan Mitchell,Pts + Ast,36.5,-106,36.5,-120
122,Reggie Jackson,Pts + Ast,17.5,102,17.5,-130
123,Bojan Bogdanovic,Pts + Ast,20.5,-111,20.5,-115
124,Royce O'Neale,Pts + Ast,9.5,-115,9.5,-111
125,Kawhi Leonard,Pts + Reb,36.5,-108,36.5,-118
126,Paul George,Pts + Reb,32.5,-113,32.5,-113
127,Donovan Mitchell,Pts + Reb,34.5,-111,34.5,-115
128,Rudy Gobert,Pts + Reb,28.5,-113,28.5,-113
129,Bojan Bogdanovic,Pts + Reb,22.5,-125,22.5,-102
130,Reggie Jackson,Pts + Reb,17.5,-115,17.5,-111
131,Kawhi Leonard,Pts + Reb + Ast,41.5,-113,41.5,-113
132,Paul George,Pts + Reb + Ast,37.5,-118,37.5,-108
133,Donovan Mitchell,Pts + Reb + Ast,40.5,-122,40.5,-104
134,Reggie Jackson,Pts + Reb + Ast,20.5,-113,20.5,-115
135,Bojan Bogdanovic,Pts + Reb + Ast,24.5,-118,24.5,-108
136,Royce O'Neale,Pts + Reb + Ast,16.5,-111,16.5,-115
137,Rudy Gobert,Pts + Ast,15.5,-120,15.5,-106
138,Nicolas Batum,Pts + Ast,11.5,100,11.5,-128
139,Marcus Morris,Pts + Ast,13.5,-118,13.5,-108
140,Joe Ingles,Pts + Ast,17.5,-104,17.5,-122
141,Nicolas Batum,Pts + Reb,15.5,-104,15.5,-122
142,Marcus Morris,Pts + Reb,17.5,100,17.5,-128
143,Royce O'Neale,Pts + Reb,13.5,-128,13.5,100
144,Joe Ingles,Pts + Reb,15.5,-104,15.5,-122
145,Rudy Gobert,Pts + Reb + Ast,29.5,-120,29.5,-106
146,Nicolas Batum,Pts + Reb + Ast,17.5,-113,17.5,-113
147,Marcus Morris,Pts + Reb + Ast,18.5,-113,18.5,-113
148,Joe Ingles,Pts + Reb + Ast,20.5,-102,20.5,-125
149,Rudy Gobert,Reb + Ast,15.5,-102,15.5,-125
150,Nicolas Batum,Reb + Ast,8.5,-106,8.5,-120
151,Marcus Morris,Reb + Ast,5.5,-136,5.5,106
152,Joe Ingles,Reb + Ast,8.5,-113,8.5,-113
